player_name,team_abbreviation,age,player_height,player_weight,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,season
Robert Horry,LAL,32.0,208.28,107.954896,80,6.5,6.4,2.9,4.4,0.088,0.163,0.123,0.488,0.148,2002-03
Robert Pack,NOH,34.0,187.96,86.18248,28,5.2,1.8,2.9,-10.1,0.03,0.103,0.2019999999999999,0.473,0.3329999999999999,2002-03
Robert Traylor,NOH,26.0,203.2,128.820128,69,3.9,3.8,0.7,0.3,0.138,0.216,0.17,0.486,0.096,2002-03
Rod Strickland,MIN,36.0,190.5,83.91452,47,6.8,2.0,4.6,2.5,0.025,0.09,0.191,0.492,0.351,2002-03
Rodney Rogers,NJN,32.0,200.66,115.66596,68,7.0,3.9,1.6,2.7,0.052,0.171,0.203,0.483,0.146,2002-03
Rodney White,DEN,23.0,205.74,104.32616,72,9.0,3.0,1.7,-11.3,0.03,0.127,0.24,0.469,0.156,2002-03
Roger Mason Jr.,CHI,22.0,195.58,90.7184,17,1.8,0.7,0.7,-6.2,0.02,0.093,0.148,0.471,0.1639999999999999,2002-03
Ron Mercer,IND,27.0,200.66,95.25432,72,7.7,2.1,1.6,2.0,0.023,0.081,0.1889999999999999,0.439,0.1169999999999999,2002-03
Ruben Boumtje-Boumtje,POR,25.0,213.36,116.573144,2,0.0,0.5,0.5,27.3,0.25,0.0,0.104,0.0,0.3329999999999999,2002-03
Ruben Wolkowyski,BOS,29.0,208.28,124.7378,7,0.7,0.1,0.1,-61.3,0.0,0.059,0.145,0.434,0.125,2002-03
Qyntel Woods,POR,22.0,203.2,100.243832,53,2.4,1.0,0.2,-8.6,0.051,0.146,0.208,0.505,0.064,2002-03
Steve Francis,HOU,26.0,190.5,88.45044,81,21.0,6.2,6.2,2.4,0.057,0.115,0.259,0.541,0.278,2002-03
Steve Nash,DAL,29.0,190.5,88.45044,82,17.8,2.9,7.3,10.3,0.026,0.07,0.242,0.5760000000000001,0.351,2002-03
Troy Murphy,GSW,23.0,210.82,111.13004,79,11.7,10.2,1.3,-2.7,0.0969999999999999,0.24,0.166,0.526,0.066,2002-03
Tyrone Hill,PHI,35.0,205.74,113.398,56,5.6,7.0,0.7,-7.3,0.102,0.24,0.133,0.457,0.049,2002-03
Tyronn Lue,WAS,26.0,182.88,80.73937600000001,75,8.6,2.0,3.5,-0.9,0.013,0.077,0.1669999999999999,0.523,0.223,2002-03
Tyson Chandler,CHI,20.0,215.9,106.59412,75,9.2,6.9,1.0,-8.6,0.105,0.203,0.182,0.565,0.068,2002-03
Vin Baker,BOS,31.0,210.82,113.398,52,5.2,3.8,0.6,-2.2,0.108,0.138,0.154,0.531,0.053,2002-03
Vince Carter,TOR,26.0,198.12,102.0582,43,20.6,4.4,3.3,-1.2,0.045,0.1009999999999999,0.2789999999999999,0.532,0.181,2002-03
Vincent Yarbrough,DEN,22.0,200.66,95.25432,59,6.9,2.7,2.2,-7.6,0.0289999999999999,0.115,0.174,0.446,0.16,2002-03
Vitaly Potapenko,SEA,28.0,208.28,129.27372,26,4.0,3.4,0.2,-6.4,0.071,0.206,0.156,0.492,0.017,2002-03
Vlade Divac,SAC,35.0,215.9,117.93392,80,9.9,7.2,3.4,9.5,0.076,0.178,0.171,0.519,0.16,2002-03
Vladimir Radmanovic,SEA,22.0,208.28,106.140528,72,10.1,4.5,1.3,4.7,0.046,0.151,0.1989999999999999,0.508,0.086,2002-03
Vladimir Stepania,MIA,27.0,215.9,115.66596,79,5.6,7.0,0.3,-6.3,0.145,0.254,0.1639999999999999,0.4539999999999999,0.03,2002-03
Voshon Lenard,TOR,30.0,193.04,92.98636,63,14.3,3.4,2.3,-9.0,0.027,0.1,0.2339999999999999,0.502,0.138,2002-03
Wally Szczerbiak,MIN,26.0,200.66,110.676448,52,17.6,4.6,2.6,4.2,0.035,0.1119999999999999,0.221,0.5670000000000001,0.1159999999999999,2002-03
Walt Williams,DAL,33.0,203.2,104.32616,66,5.5,3.1,0.9,4.1,0.049,0.144,0.155,0.5,0.077,2002-03
Walter McCarty,BOS,29.0,208.28,104.32616,82,6.1,3.5,1.3,-0.3,0.036,0.133,0.127,0.54,0.095,2002-03
Wang Zhi-zhi,LAC,25.0,215.9,124.7378,41,4.4,1.9,0.2,-3.5,0.075,0.147,0.239,0.485,0.0409999999999999,2002-03
Wesley Person,MEM,32.0,198.12,90.7184,66,11.0,2.9,1.7,-1.2,0.0139999999999999,0.095,0.163,0.565,0.089,2002-03
Yao Ming,HOU,22.0,226.06,134.26323200000002,82,13.5,8.2,1.7,2.2,0.099,0.223,0.222,0.57,0.104,2002-03
Zach Randolph,POR,21.0,205.74,114.758776,77,8.4,4.5,0.5,-4.0,0.124,0.196,0.228,0.555,0.0579999999999999,2002-03
Zeljko Rebraca,DET,31.0,213.36,116.573144,30,6.6,3.1,0.3,5.5,0.073,0.1639999999999999,0.1989999999999999,0.596,0.036,2002-03
Zendon Hamilton,TOR,28.0,210.82,115.212368,3,2.0,1.3,0.0,2.8,0.071,0.3,0.258,0.51,0.0,2002-03
Zydrunas Ilgauskas,CLE,28.0,220.98,117.93392,81,17.2,7.5,1.6,-7.9,0.108,0.172,0.2789999999999999,0.516,0.1009999999999999,2002-03
Rafer Alston,TOR,26.0,187.96,79.3786,47,7.8,2.3,4.1,-7.4,0.024,0.099,0.206,0.51,0.348,2002-03
Troy Hudson,MIN,27.0,185.42,77.11064,79,14.2,2.3,5.7,2.7,0.018,0.059,0.213,0.531,0.261,2002-03
Steve Kerr,SAS,37.0,185.42,81.64656,75,4.0,0.8,0.9,1.7,0.015,0.0559999999999999,0.148,0.552,0.128,2002-03
Trenton Hassell,CHI,24.0,195.58,90.7184,82,4.2,3.1,1.8,-10.2,0.02,0.1169999999999999,0.1119999999999999,0.411,0.118,2002-03
Travis Knight,NYK,28.0,213.36,106.59412,32,1.9,1.9,0.4,-3.4,0.069,0.18,0.127,0.424,0.08,2002-03
Steven Hunter,ORL,21.0,213.36,99.79024,33,3.9,2.8,0.2,3.1,0.0969999999999999,0.125,0.139,0.531,0.022,2002-03
Steven Smith,SAS,34.0,203.2,100.243832,53,6.8,1.9,1.3,1.9,0.024,0.081,0.173,0.528,0.114,2002-03
Stromile Swift,MEM,23.0,205.74,102.0582,67,9.7,5.7,0.7,-2.5,0.092,0.1969999999999999,0.214,0.542,0.051,2002-03
Tamar Slay,NJN,23.0,203.2,97.52228,36,2.6,0.9,0.4,-0.8,0.033,0.1009999999999999,0.213,0.428,0.086,2002-03
Tariq Abdul-Wahad,DAL,28.0,198.12,102.0582,14,4.1,2.9,1.5,8.5,0.075,0.1369999999999999,0.15,0.47,0.147,2002-03
Tayshaun Prince,DET,23.0,205.74,97.52228,42,3.3,1.1,0.6,-3.8,0.013,0.108,0.1639999999999999,0.546,0.104,2002-03
Terence Morris,HOU,24.0,205.74,100.243832,49,3.7,2.6,0.5,-4.3,0.074,0.157,0.154,0.5,0.068,2002-03
Theo Ratliff,ATL,30.0,208.28,104.32616,81,8.7,7.5,0.9,-0.7,0.075,0.193,0.153,0.512,0.047,2002-03
Tierre Brown,CLE,24.0,187.96,85.728888,15,4.3,2.0,2.6,3.3,0.055,0.136,0.2239999999999999,0.499,0.355,2002-03
Tim Duncan,SAS,27.0,213.36,117.93392,81,23.3,12.9,3.9,9.1,0.1,0.268,0.2789999999999999,0.564,0.191,2002-03
Tim Hardaway,IND,36.0,182.88,88.45044,10,4.9,1.5,2.4,15.5,0.009,0.115,0.21,0.483,0.2789999999999999,2002-03
Tim Thomas,MIL,26.0,208.28,108.86208,80,13.3,4.9,1.3,-0.4,0.048,0.143,0.225,0.527,0.071,2002-03
Tito Maddox,HOU,22.0,193.04,86.18248,9,1.2,0.8,0.6,-5.3,0.031,0.162,0.237,0.354,0.217,2002-03
Todd MacCulloch,PHI,27.0,213.36,115.66596,42,7.1,4.7,0.5,-4.4,0.094,0.185,0.172,0.5479999999999999,0.04,2002-03
Tom Gugliotta,PHX,33.0,208.28,113.398,27,4.8,3.7,1.1,-8.3,0.065,0.191,0.171,0.474,0.114,2002-03
Toni Kukoc,MIL,34.0,210.82,106.59412,63,11.6,4.2,3.7,7.9,0.046,0.138,0.214,0.551,0.225,2002-03
Tony Battie,BOS,27.0,210.82,108.86208,67,7.3,6.5,0.7,5.4,0.0969999999999999,0.19,0.13,0.578,0.049,2002-03
Tony Delk,BOS,29.0,187.96,85.728888,67,9.8,3.5,2.2,-0.7,0.024,0.1169999999999999,0.165,0.547,0.141,2002-03
Tony Massenburg,UTA,35.0,205.74,113.398,58,4.7,2.7,0.3,-5.0,0.095,0.154,0.1889999999999999,0.508,0.037,2002-03
Tony Parker,SAS,21.0,187.96,81.64656,82,15.5,2.6,5.3,8.9,0.015,0.071,0.228,0.542,0.268,2002-03
Tracy McGrady,ORL,24.0,203.2,95.25432,75,32.1,6.5,5.5,3.5,0.046,0.147,0.35,0.564,0.282,2002-03
Tracy Murray,LAL,31.0,200.66,103.418976,31,2.0,0.7,0.4,-15.9,0.0289999999999999,0.114,0.1989999999999999,0.407,0.103,2002-03
Travis Best,MIA,30.0,180.34,83.46092800000001,72,8.4,2.0,3.5,-7.4,0.016,0.08,0.193,0.473,0.253,2002-03
Tremaine Fowlkes,LAC,27.0,203.2,99.79024,37,4.4,2.8,0.6,9.2,0.086,0.128,0.1369999999999999,0.5329999999999999,0.06,2002-03
John Salmons,PHI,23.0,200.66,95.25432,64,2.1,0.9,0.7,2.5,0.039,0.102,0.145,0.502,0.153,2002-03
Glen Rice,HOU,36.0,203.2,99.79024,62,9.0,2.5,1.0,-1.1,0.021,0.092,0.166,0.563,0.075,2002-03
John Amaechi,UTA,32.0,208.28,122.46984,50,2.0,1.5,0.4,-2.6,0.066,0.132,0.1689999999999999,0.351,0.073,2002-03
Chris Mihm,CLE,23.0,213.36,120.20188,52,5.9,4.4,0.5,-8.2,0.13,0.191,0.203,0.462,0.06,2002-03
Chris Jefferies,TOR,23.0,203.2,97.52228,51,3.9,1.2,0.4,-7.4,0.025,0.081,0.176,0.4629999999999999,0.057,2002-03
Chris Dudley,POR,38.0,210.82,117.93392,3,0.0,0.7,0.0,-65.5,0.1669999999999999,0.0,0.045,0.0,0.0,2002-03
Chris Crawford,ATL,28.0,205.74,106.59412,5,4.8,1.4,0.2,-1.1,0.107,0.111,0.238,0.726,0.053,2002-03
Chris Childs,NJN,35.0,190.5,88.45044,12,1.3,0.4,1.3,-3.0,0.03,0.023,0.1159999999999999,0.352,0.242,2002-03
Chris Andersen,DEN,24.0,208.28,99.79024,59,5.2,4.6,0.5,-7.3,0.129,0.214,0.1939999999999999,0.44,0.066,2002-03
Cherokee Parks,LAC,30.0,210.82,108.86208,30,6.3,4.4,0.7,-15.3,0.0819999999999999,0.165,0.141,0.523,0.055,2002-03
Chauncey Billups,DET,26.0,190.5,91.625584,74,16.2,3.7,3.9,4.0,0.019,0.124,0.24,0.5820000000000001,0.238,2002-03
Charlie Ward,NYK,32.0,187.96,83.91452,66,7.2,2.7,4.6,1.8,0.019,0.122,0.165,0.54,0.326,2002-03
Charles Smith,POR,27.0,193.04,90.7184,3,1.7,0.0,0.3,19.1,0.0,0.0,0.192,0.434,0.083,2002-03
Chris Mills,GSW,33.0,200.66,99.79024,21,4.8,2.4,1.0,3.7,0.078,0.143,0.208,0.4429999999999999,0.138,2002-03
Charles Oakley,WAS,39.0,205.74,112.490816,42,1.8,2.5,1.0,1.6,0.083,0.18,0.085,0.529,0.127,2002-03
Casey Jacobsen,PHX,22.0,198.12,97.52228,72,5.1,1.2,1.0,4.3,0.0279999999999999,0.054,0.166,0.493,0.1009999999999999,2002-03
Caron Butler,MIA,23.0,200.66,98.429464,78,15.4,5.1,2.7,-7.6,0.053,0.11,0.2289999999999999,0.502,0.14,2002-03
Carlos Boozer,CLE,21.0,205.74,127.00576,81,10.0,7.5,1.3,-11.9,0.108,0.231,0.17,0.5770000000000001,0.09,2002-03
Carlos Arroyo,UTA,23.0,187.96,91.625584,44,2.8,0.6,1.2,-2.3,0.045,0.062,0.239,0.51,0.319,2002-03
Calvin Booth,SEA,27.0,210.82,104.779752,47,2.9,2.3,0.3,3.5,0.066,0.151,0.134,0.494,0.033,2002-03
Calbert Cheaney,UTA,31.0,200.66,98.429464,81,8.6,3.5,2.0,4.9,0.04,0.106,0.158,0.514,0.113,2002-03
Bryon Russell,WAS,32.0,200.66,102.0582,70,4.5,3.0,1.0,-3.2,0.036,0.146,0.134,0.4679999999999999,0.089,2002-03
Bryce Drew,NOH,28.0,190.5,83.46092800000001,13,1.5,1.0,0.8,6.4,0.049,0.122,0.165,0.352,0.22,2002-03
Bruno Sundov,BOS,23.0,218.44,111.583632,26,1.2,1.1,0.3,-32.4,0.0559999999999999,0.174,0.222,0.281,0.0969999999999999,2002-03
Bruce Bowen,SAS,32.0,200.66,90.7184,82,7.1,2.9,1.4,8.9,0.0289999999999999,0.076,0.108,0.563,0.068,2002-03
Cezary Trybanski,MEM,23.0,218.44,108.86208,15,0.9,0.9,0.1,-11.1,0.073,0.099,0.163,0.287,0.021,2002-03
Chris Owens,MEM,24.0,200.66,111.13004,1,4.0,1.0,0.0,39.1,0.3329999999999999,0.0,0.288,0.667,0.0,2002-03
Chris Webber,SAC,30.0,208.28,111.13004,67,23.0,10.5,5.4,7.5,0.07,0.215,0.303,0.485,0.238,2002-03
Chris Whitney,ORL,31.0,182.88,79.3786,51,7.0,1.3,2.8,-12.1,0.003,0.075,0.19,0.4679999999999999,0.245,2002-03
Danny Manning,DET,37.0,208.28,106.140528,13,2.6,1.4,0.5,-0.7,0.079,0.155,0.216,0.491,0.152,2002-03
Danny Fortson,GSW,27.0,203.2,117.93392,17,3.5,4.3,0.7,-6.2,0.146,0.231,0.159,0.442,0.087,2002-03
Danny Ferry,SAS,36.0,208.28,106.59412,64,1.9,1.2,0.3,2.5,0.039,0.107,0.119,0.4589999999999999,0.055,2002-03
Dan Langhi,PHX,25.0,210.82,99.79024,60,3.1,1.5,0.4,11.1,0.039,0.148,0.192,0.434,0.061,2002-03
Dan Gadzuric,MIL,25.0,210.82,108.86208,49,3.4,4.0,0.2,-2.3,0.099,0.198,0.119,0.498,0.018,2002-03
Dan Dickau,ATL,24.0,182.88,86.18248,50,3.7,0.9,1.7,-14.5,0.019,0.078,0.201,0.504,0.292,2002-03
Damone Brown,TOR,24.0,203.2,91.625584,5,5.6,3.0,0.6,-5.3,0.0289999999999999,0.0969999999999999,0.177,0.363,0.051,2002-03
Damon Stoudamire,POR,29.0,177.8,77.56423199999999,59,6.9,2.6,3.5,4.4,0.036,0.106,0.187,0.46,0.246,2002-03
Damon Jones,SAC,26.0,190.5,83.91452,49,4.6,1.4,1.6,3.0,0.017,0.086,0.155,0.505,0.166,2002-03
Dalibor Bagaric,CHI,22.0,215.9,131.54168,10,1.9,2.0,0.4,1.8,0.086,0.2,0.186,0.342,0.103,2002-03
Dale Davis,POR,34.0,210.82,114.305184,78,7.4,7.2,1.2,3.1,0.125,0.175,0.12,0.5660000000000001,0.064,2002-03
Dajuan Wagner,CLE,20.0,190.5,90.7184,47,13.4,1.7,2.8,-9.5,0.016,0.051,0.238,0.466,0.1689999999999999,2002-03
Cuttino Mobley,HOU,27.0,193.04,95.25432,73,17.5,4.2,2.8,1.6,0.027,0.087,0.205,0.537,0.121,2002-03
Courtney Alexander,NOH,26.0,195.58,92.98636,66,7.9,1.8,1.2,-0.3,0.033,0.068,0.214,0.4589999999999999,0.105,2002-03
Corliss Williamson,DET,29.0,200.66,111.13004,82,12.0,4.4,1.3,8.1,0.0819999999999999,0.121,0.249,0.515,0.099,2002-03
Corie Blount,CHI,34.0,208.28,109.769264,50,3.0,4.1,1.0,0.1,0.095,0.187,0.104,0.502,0.087,2002-03
Corey Maggette,LAC,23.0,198.12,103.418976,64,16.8,5.0,1.9,-6.7,0.043,0.1369999999999999,0.244,0.564,0.1119999999999999,2002-03
Corey Benjamin,ATL,25.0,198.12,90.7184,9,4.4,3.4,1.1,-2.9,0.068,0.152,0.1639999999999999,0.4,0.122,2002-03
Clifford Robinson,DET,36.0,208.28,102.0582,81,12.2,3.9,3.3,3.2,0.033,0.102,0.205,0.477,0.175,2002-03
Clar. Weatherspoon,NYK,32.0,200.66,122.46984,79,6.6,7.6,0.9,-2.8,0.1169999999999999,0.2239999999999999,0.128,0.522,0.053,2002-03
Chucky Atkins,DET,28.0,180.34,72.57472,65,7.1,1.5,2.7,4.6,0.017,0.064,0.191,0.475,0.22,2002-03
Christian Laettner,WAS,33.0,210.82,111.13004,76,8.3,6.6,3.1,-0.4,0.062,0.206,0.143,0.545,0.175,2002-03
Chris Wilcox,LAC,20.0,208.28,100.243832,46,3.7,2.3,0.5,3.2,0.08,0.16,0.18,0.528,0.076,2002-03
Brian Skinner,PHI,27.0,205.74,120.20188,77,6.0,4.8,0.2,-0.9,0.115,0.204,0.151,0.574,0.024,2002-03
Brian Shaw,LAL,37.0,198.12,90.7184,72,3.5,1.7,1.4,-5.4,0.024,0.128,0.158,0.467,0.1889999999999999,2002-03
Brian Scalabrine,NJN,25.0,205.74,108.86208,59,3.1,2.4,0.8,0.5,0.061,0.1669999999999999,0.146,0.487,0.103,2002-03
Brian Grant,MIA,31.0,205.74,115.212368,82,10.3,10.2,1.3,-6.0,0.104,0.275,0.16,0.552,0.07,2002-03
Anthony Johnson,NJN,28.0,190.5,86.18248,66,4.1,1.2,1.3,1.4,0.018,0.089,0.171,0.512,0.183,2002-03
Anthony Goldwire,WAS,31.0,187.96,82.553744,15,1.7,0.4,0.3,-20.8,0.0,0.077,0.184,0.445,0.1,2002-03
Anthony Carter,MIA,28.0,187.96,88.45044,49,4.1,1.7,4.1,-7.2,0.015,0.09,0.171,0.39,0.366,2002-03
Antawn Jamison,GSW,27.0,205.74,101.151016,82,22.2,7.0,1.9,-2.3,0.064,0.125,0.244,0.542,0.085,2002-03
Ansu Sesay,SEA,26.0,205.74,102.0582,45,2.1,1.6,0.5,-7.7,0.0819999999999999,0.094,0.149,0.4039999999999999,0.0969999999999999,2002-03
Anfernee Hardaway,PHX,31.0,200.66,97.52228,58,10.6,4.4,4.1,0.5,0.043,0.123,0.192,0.499,0.21,2002-03
Andrew DeClercq,ORL,30.0,208.28,115.66596,77,4.7,4.4,0.7,4.5,0.122,0.179,0.1369999999999999,0.562,0.061,2002-03
Andrei Kirilenko,UTA,22.0,205.74,102.0582,80,12.0,5.3,1.7,2.1,0.083,0.145,0.1939999999999999,0.598,0.11,2002-03
Andre Miller,LAC,27.0,187.96,90.7184,80,13.6,4.0,6.7,-5.3,0.033,0.089,0.201,0.495,0.309,2002-03
Amar'e Stoudemire,PHX,20.0,208.28,111.13004,82,13.5,8.8,1.0,-0.8,0.109,0.206,0.214,0.53,0.05,2002-03
Amal McCaskill,ATL,29.0,210.82,111.13004,11,1.0,2.0,0.5,-9.2,0.104,0.231,0.135,0.293,0.119,2002-03
Alvin Williams,TOR,28.0,195.58,83.91452,78,13.2,3.1,5.3,-5.7,0.023,0.087,0.1969999999999999,0.508,0.266,2002-03
Alton Ford,PHX,22.0,205.74,127.00576,11,0.6,0.5,0.1,-16.7,0.0,0.207,0.183,0.3389999999999999,0.071,2002-03
Allen Iverson,PHI,28.0,182.88,74.84268,82,27.6,4.2,5.5,1.8,0.022,0.095,0.327,0.5,0.248,2002-03
Allan Houston,NYK,32.0,198.12,90.7184,82,22.5,2.8,2.7,-1.6,0.01,0.079,0.2689999999999999,0.563,0.129,2002-03
Alan Henderson,ATL,30.0,205.74,108.86208,82,4.8,4.9,0.5,-7.2,0.12,0.182,0.135,0.508,0.046,2002-03
Al Harrington,IND,23.0,205.74,113.398,82,12.2,6.2,1.5,2.8,0.075,0.162,0.218,0.493,0.089,2002-03
Adrian Griffin,DAL,28.0,195.58,104.32616,74,4.4,3.6,1.4,8.1,0.07,0.145,0.131,0.4629999999999999,0.111,2002-03
Adonal Foyle,GSW,28.0,208.28,120.20188,82,5.4,6.0,0.5,3.7,0.109,0.182,0.113,0.563,0.032,2002-03
Adam Harrington,DEN,22.0,195.58,90.7184,19,1.6,0.4,0.6,-15.7,0.01,0.088,0.1669999999999999,0.387,0.179,2002-03
Aaron Williams,NJN,31.0,205.74,108.86208,81,6.2,4.1,1.1,1.0,0.099,0.136,0.165,0.504,0.092,2002-03
Aaron McKie,PHI,30.0,195.58,94.800728,80,9.0,4.4,3.5,3.9,0.03,0.143,0.158,0.497,0.185,2002-03
A.J. Guyton,GSW,25.0,185.42,81.64656,2,0.0,0.0,1.0,-3.9,0.0,0.0,0.282,0.0,0.4,2002-03
Anthony Mason,MIL,36.0,203.2,115.66596,65,7.2,6.4,3.2,-3.3,0.05,0.183,0.1169999999999999,0.524,0.15,2002-03
Darius Miles,CLE,21.0,205.74,95.25432,67,9.2,5.4,2.6,-9.9,0.062,0.138,0.191,0.435,0.148,2002-03
Anthony Peeler,MIN,33.0,193.04,94.347136,82,7.7,2.9,3.0,1.7,0.021,0.098,0.145,0.499,0.158,2002-03
Antoine Walker,BOS,26.0,205.74,111.13004,78,20.1,7.2,4.8,1.5,0.033,0.168,0.2769999999999999,0.467,0.226,2002-03
Brian Cardinal,WAS,26.0,203.2,111.13004,5,0.8,1.0,0.2,41.9,0.3,0.118,0.172,0.41,0.1,2002-03
Brevin Knight,MEM,27.0,177.8,77.11064,55,3.9,1.5,4.2,-4.7,0.019,0.0819999999999999,0.165,0.442,0.4029999999999999,2002-03
Brent Barry,SEA,31.0,198.12,92.079176,75,10.3,4.0,5.1,-0.5,0.022,0.124,0.149,0.597,0.241,2002-03
Brendan Haywood,WAS,23.0,213.36,121.562656,81,6.2,5.0,0.4,0.3,0.121,0.128,0.126,0.561,0.024,2002-03
Brandon Williams,ATL,28.0,198.12,97.52228,6,0.3,0.3,0.0,-15.2,0.091,0.0,0.21,0.143,0.0,2002-03
Brandon Armstrong,NJN,23.0,195.58,83.91452,17,1.4,0.2,0.1,-9.7,0.0,0.069,0.226,0.405,0.061,2002-03
Brad Miller,IND,27.0,213.36,118.38751200000002,73,13.1,8.3,2.6,6.0,0.0969999999999999,0.198,0.187,0.579,0.14,2002-03
Bostjan Nachbar,HOU,22.0,205.74,100.243832,14,2.1,0.8,0.2,-12.2,0.042,0.108,0.2319999999999999,0.41,0.079,2002-03
Bonzi Wells,POR,26.0,195.58,95.25432,75,15.2,5.3,3.3,2.6,0.05,0.146,0.257,0.505,0.181,2002-03
Bobby Simmons,WAS,23.0,198.12,106.59412,36,3.3,2.1,0.6,-2.4,0.105,0.147,0.166,0.471,0.083,2002-03
Bobby Jackson,SAC,30.0,185.42,83.91452,59,15.2,3.7,3.1,5.5,0.038,0.102,0.237,0.561,0.187,2002-03
Bob Sura,GSW,30.0,195.58,90.7184,55,7.3,3.0,3.2,2.2,0.057,0.105,0.184,0.51,0.247,2002-03
Bo Outlaw,PHX,32.0,203.2,99.79024,80,4.7,4.6,1.4,5.9,0.086,0.145,0.103,0.574,0.094,2002-03
Bimbo Coles,BOS,35.0,187.96,82.553744,35,4.4,1.7,2.1,-8.7,0.017,0.0819999999999999,0.143,0.413,0.181,2002-03
Ben Wallace,DET,28.0,205.74,108.86208,73,6.9,15.4,1.6,5.0,0.12,0.345,0.103,0.486,0.069,2002-03
Baron Davis,NOH,24.0,190.5,101.151016,50,17.1,3.7,6.4,4.7,0.034,0.081,0.243,0.5,0.302,2002-03
Avery Johnson,DAL,38.0,180.34,81.64656,48,3.3,0.6,1.3,-4.3,0.025,0.052,0.213,0.467,0.264,2002-03
Austin Croshere,IND,28.0,208.28,109.769264,49,5.1,3.2,1.1,3.5,0.067,0.198,0.193,0.53,0.156,2002-03
Arvydas Sabonis,POR,38.0,220.98,132.448864,78,6.1,4.3,1.8,8.1,0.09,0.251,0.195,0.5489999999999999,0.185,2002-03
Art Long,TOR,30.0,205.74,113.398,26,2.3,2.3,0.2,-15.3,0.107,0.2019999999999999,0.204,0.3779999999999999,0.0559999999999999,2002-03
Antonio Harvey,ATL,32.0,210.82,113.398,4,1.0,1.5,0.0,-8.5,0.045,0.179,0.098,0.4,0.0,2002-03
Antonio Davis,TOR,34.0,205.74,104.32616,53,13.9,8.2,2.5,-3.7,0.077,0.188,0.214,0.483,0.115,2002-03
Antonio Daniels,POR,28.0,193.04,92.98636,67,3.7,1.1,1.3,0.7,0.015,0.087,0.135,0.5720000000000001,0.155,2002-03
Antoine Rigaudeau,DAL,31.0,200.66,95.25432,11,1.5,0.7,0.5,-33.7,0.044,0.055,0.211,0.243,0.128,2002-03
John Crotty,DEN,33.0,185.42,83.91452,12,3.4,1.3,2.4,-13.7,0.0069999999999999,0.0819999999999999,0.15,0.431,0.322,2002-03
Darrell Armstrong,ORL,35.0,185.42,81.64656,82,9.4,3.6,3.9,0.9,0.043,0.102,0.1669999999999999,0.53,0.2189999999999999,2002-03
David Robinson,SAS,37.0,215.9,113.398,64,8.5,7.9,1.0,11.2,0.118,0.22,0.1669999999999999,0.531,0.057,2002-03
Jamison Brewer,IND,22.0,193.04,83.46092800000001,10,2.2,0.9,1.8,6.8,0.07,0.062,0.148,0.525,0.36,2002-03
James Posey,HOU,26.0,203.2,97.52228,83,10.8,5.1,2.2,-3.9,0.0409999999999999,0.157,0.18,0.519,0.126,2002-03
Jamal Sampson,MIL,20.0,210.82,106.59412,5,0.0,0.4,0.2,12.3,0.125,0.125,0.118,0.0,0.3329999999999999,2002-03
Jamal Mashburn,NOH,30.0,203.2,112.037224,82,21.6,6.1,5.6,2.6,0.023,0.154,0.271,0.507,0.259,2002-03
Jamal Crawford,CHI,23.0,195.58,86.18248,80,10.7,2.3,4.2,-1.9,0.012,0.09,0.221,0.496,0.28,2002-03
Jamaal Tinsley,IND,25.0,190.5,88.45044,73,7.8,3.6,7.5,3.1,0.03,0.099,0.158,0.4679999999999999,0.3779999999999999,2002-03
Jamaal Magloire,NOH,25.0,210.82,117.480328,82,10.3,8.8,1.1,2.4,0.123,0.223,0.174,0.541,0.0579999999999999,2002-03
Jalen Rose,CHI,30.0,203.2,98.429464,82,22.1,4.3,4.8,-6.4,0.023,0.092,0.2739999999999999,0.508,0.209,2002-03
Jake Voskuhl,PHX,25.0,210.82,111.13004,65,3.8,3.5,0.6,5.8,0.111,0.16,0.118,0.604,0.0559999999999999,2002-03
Jake Tsakalidis,PHX,24.0,218.44,131.54168,33,4.9,3.7,0.4,-6.4,0.091,0.16,0.153,0.501,0.038,2002-03
Jannero Pargo,LAL,23.0,187.96,77.11064,34,2.5,1.1,1.1,-0.1,0.027,0.1009999999999999,0.15,0.449,0.168,2002-03
Jahidi White,WAS,27.0,205.74,131.54168,16,4.2,4.6,0.1,-4.9,0.1689999999999999,0.187,0.149,0.523,0.013,2002-03
J.R. Bremer,BOS,22.0,187.96,83.91452,64,8.3,2.3,2.6,-2.1,0.013,0.1,0.18,0.515,0.19,2002-03
Ira Newble,ATL,28.0,200.66,99.79024,73,7.7,3.7,1.4,-6.1,0.052,0.106,0.1369999999999999,0.557,0.086,2002-03
Igor Rakocevic,MIN,25.0,187.96,83.46092800000001,42,1.9,0.4,0.8,10.2,0.021,0.059,0.182,0.528,0.2019999999999999,2002-03
Hubert Davis,DET,33.0,195.58,83.007336,43,1.8,0.8,0.7,-1.3,0.021,0.109,0.14,0.484,0.163,2002-03
Howard Eisley,NYK,30.0,187.96,81.64656,82,9.1,2.3,5.4,-2.8,0.012,0.087,0.171,0.552,0.308,2002-03
Horace Grant,ORL,37.0,208.28,111.13004,5,5.2,1.6,1.4,-7.1,0.027,0.09,0.142,0.52,0.132,2002-03
Hedo Turkoglu,SAC,24.0,208.28,99.79024,67,6.7,2.8,1.3,-1.6,0.032,0.134,0.185,0.509,0.121,2002-03
