quadruplet
"(Tayshaun Prince, ts_pct, player_height, nan)"
"(Terence Morris, player_height, oreb_pct, dreb_pct)"
"(Theo Ratliff, reb, gp, dreb_pct)"
"(Tierre Brown, ast_pct, usg_pct, net_rating)"
"(Tim Duncan, reb, pts, dreb_pct)"
"(Tim Hardaway, age, net_rating, ast_pct)"
"(Tim Thomas, gp, pts, usg_pct)"
"(Tito Maddox, usg_pct, ast_pct, dreb_pct)"
"(Todd MacCulloch, player_height, player_weight, oreb_pct)"
"(Tom Gugliotta, age, player_weight, dreb_pct)"
"(Toni Kukoc, age, ast, net_rating)"
"(Tony Battie, reb, player_height, ts_pct)"
"(Tony Delk, ts_pct, gp, pts)"
"(Tony Massenburg, age, player_weight, oreb_pct)"
"(Tony Parker, ast, ast_pct, pts)"
"(Tracy McGrady, pts, usg_pct, ast)"
"(Tracy Murray, age, usg_pct, player_weight)"
"(Travis Best, ast_pct, ast, gp)"
"(Tremaine Fowlkes, net_rating, oreb_pct, ts_pct)"
"(John Salmons, net_rating, gp, ast_pct)"
"(Glen Rice, age, ts_pct, gp)"
"(John Amaechi, player_weight, age, player_height)"
"(Chris Mihm, oreb_pct, player_weight, player_height)"
"(Chris Jefferies, player_height, nan, nan)"
"(Chris Dudley, oreb_pct, age, player_weight)"
"(Chris Crawford, ts_pct, oreb_pct, usg_pct)"
"(Chris Childs, age, ast_pct, nan)"
"(Chris Andersen, oreb_pct, dreb_pct, player_height)"
"(Cherokee Parks, player_height, player_weight, age)"
"(Chauncey Billups, pts, ast, usg_pct)"
"(Charlie Ward, ast_pct, ast, age)"
"(Charles Smith, net_rating, usg_pct, nan)"
"(Chris Mills, age, net_rating, usg_pct)"
"(Charles Oakley, age, player_weight, dreb_pct)"
"(Casey Jacobsen, gp, net_rating, ts_pct)"
"(Caron Butler, pts, gp, usg_pct)"
"(Carlos Boozer, player_weight, dreb_pct, reb)"
"(Carlos Arroyo, ast_pct, usg_pct, ts_pct)"
"(Calvin Booth, player_height, net_rating, player_weight)"
"(Calbert Cheaney, gp, age, net_rating)"
"(Bryon Russell, age, gp, dreb_pct)"
"(Bryce Drew, ast_pct, net_rating, age)"
"(Bruno Sundov, player_height, player_weight, usg_pct)"
"(Bruce Bowen, net_rating, gp, age)"
"(Cezary Trybanski, player_height, player_weight, oreb_pct)"
"(Chris Owens, oreb_pct, net_rating, usg_pct)"
"(Chris Webber, reb, pts, usg_pct)"
"(Chris Whitney, ast_pct, age, ast)"
"(Danny Manning, age, player_height, usg_pct)"
"(Danny Fortson, oreb_pct, dreb_pct, player_weight)"
"(Danny Ferry, age, player_height, net_rating)"
"(Dan Langhi, net_rating, player_height, gp)"
"(Dan Gadzuric, player_height, dreb_pct, oreb_pct)"
"(Dan Dickau, ast_pct, usg_pct, ts_pct)"
"(Damone Brown, player_height, nan, nan)"
"(Damon Stoudamire, ast_pct, ast, net_rating)"
"(Damon Jones, net_rating, ast_pct, ts_pct)"
"(Dalibor Bagaric, player_weight, player_height, dreb_pct)"
"(Dale Davis, oreb_pct, reb, age)"
"(Dajuan Wagner, usg_pct, pts, ast)"
"(Cuttino Mobley, pts, gp, ast)"
"(Courtney Alexander, usg_pct, gp, net_rating)"
"(Corliss Williamson, usg_pct, gp, net_rating)"
"(Corie Blount, age, oreb_pct, dreb_pct)"
"(Corey Maggette, pts, usg_pct, ts_pct)"
"(Corey Benjamin, dreb_pct, oreb_pct, nan)"
"(Clifford Robinson, age, gp, ast)"
"(Clar. Weatherspoon, reb, player_weight, dreb_pct)"
"(Chucky Atkins, ast_pct, net_rating, ast)"
"(Christian Laettner, age, reb, dreb_pct)"
"(Chris Wilcox, player_height, net_rating, oreb_pct)"
"(Brian Skinner, player_weight, oreb_pct, dreb_pct)"
"(Brian Shaw, age, gp, ast_pct)"
"(Brian Scalabrine, player_weight, player_height, dreb_pct)"
"(Brian Grant, reb, dreb_pct, gp)"
"(Anthony Johnson, ast_pct, gp, net_rating)"
"(Anthony Goldwire, age, nan, nan)"
"(Anthony Carter, ast_pct, ast, age)"
"(Antawn Jamison, pts, reb, usg_pct)"
"(Ansu Sesay, oreb_pct, player_height, player_weight)"
"(Anfernee Hardaway, ast, ast_pct, age)"
"(Andrew DeClercq, oreb_pct, player_weight, gp)"
"(Andrei Kirilenko, ts_pct, gp, pts)"
"(Andre Miller, ast, ast_pct, gp)"
"(Amar'e Stoudemire, reb, oreb_pct, dreb_pct)"
"(Amal McCaskill, dreb_pct, oreb_pct, player_height)"
"(Alvin Williams, ast, ast_pct, gp)"
"(Alton Ford, player_weight, dreb_pct, player_height)"
"(Allen Iverson, pts, usg_pct, ast)"
"(Allan Houston, pts, usg_pct, gp)"
"(Alan Henderson, oreb_pct, gp, dreb_pct)"
"(Al Harrington, gp, reb, player_weight)"
"(Adrian Griffin, net_rating, gp, oreb_pct)"
"(Adonal Foyle, player_weight, oreb_pct, gp)"
"(Adam Harrington, ast_pct, nan, nan)"
"(Aaron Williams, gp, oreb_pct, age)"
"(Aaron McKie, gp, ast, net_rating)"
"(A.J. Guyton, ast_pct, usg_pct, nan)"
"(Anthony Mason, age, reb, player_weight)"
"(Darius Miles, reb, gp, player_height)"
"(Anthony Peeler, age, gp, ast)"
"(Antoine Walker, pts, usg_pct, ast)"
"(Brian Cardinal, oreb_pct, net_rating, player_weight)"
"(Brevin Knight, ast_pct, ast, gp)"
"(Brent Barry, ast, ts_pct, ast_pct)"
"(Brendan Haywood, player_weight, oreb_pct, player_height)"
"(Brandon Williams, oreb_pct, usg_pct, age)"
"(Brandon Armstrong, usg_pct, nan, nan)"
"(Brad Miller, reb, player_height, player_weight)"
"(Bostjan Nachbar, usg_pct, player_height, nan)"
"(Bonzi Wells, usg_pct, pts, ast)"
"(Bobby Simmons, oreb_pct, player_weight, dreb_pct)"
"(Bobby Jackson, pts, usg_pct, net_rating)"
"(Bob Sura, ast_pct, ast, age)"
"(Bo Outlaw, gp, age, ts_pct)"
"(Bimbo Coles, age, ast_pct, ast)"
"(Ben Wallace, reb, dreb_pct, oreb_pct)"
"(Baron Davis, ast, ast_pct, pts)"
"(Avery Johnson, age, ast_pct, usg_pct)"
"(Austin Croshere, dreb_pct, player_height, player_weight)"
"(Arvydas Sabonis, age, player_weight, player_height)"
"(Art Long, oreb_pct, dreb_pct, player_weight)"
"(Antonio Harvey, player_height, age, player_weight)"
"(Antonio Davis, reb, age, pts)"
"(Antonio Daniels, ts_pct, gp, net_rating)"
"(Antoine Rigaudeau, age, usg_pct, nan)"
"(John Crotty, ast_pct, age, ast)"
"(Darrell Armstrong, age, ast, gp)"
"(David Robinson, age, reb, player_height)"
"(Jamison Brewer, ast_pct, net_rating, ts_pct)"
"(James Posey, gp, reb, pts)"
"(Jamal Sampson, ast_pct, oreb_pct, net_rating)"
"(Jamal Mashburn, pts, ast, usg_pct)"
"(Jamal Crawford, ast_pct, ast, gp)"
"(Jamaal Tinsley, ast, ast_pct, gp)"
"(Jamaal Magloire, reb, oreb_pct, dreb_pct)"
"(Jalen Rose, pts, usg_pct, ast)"
"(Jake Voskuhl, ts_pct, oreb_pct, player_height)"
"(Jake Tsakalidis, player_weight, player_height, oreb_pct)"
"(Jannero Pargo, ast_pct, net_rating, nan)"
"(Jahidi White, oreb_pct, player_weight, dreb_pct)"
"(J.R. Bremer, ast_pct, ast, gp)"
"(Ira Newble, gp, ts_pct, age)"
"(Igor Rakocevic, net_rating, ast_pct, ts_pct)"
"(Hubert Davis, age, ast_pct, net_rating)"
"(Howard Eisley, ast, ast_pct, gp)"
"(Horace Grant, age, player_height, player_weight)"
"(Hedo Turkoglu, player_height, gp, ts_pct)"
"(Guy Rucker, ast_pct, dreb_pct, player_weight)"
"(Greg Ostertag, player_weight, player_height, oreb_pct)"
"(Greg Foster, age, player_height, dreb_pct)"
"(Jacque Vaughn, gp, ast_pct, ast)"
"(Jared Jeffries, oreb_pct, player_height, net_rating)"
"(Jarron Collins, player_height, player_weight, oreb_pct)"
"(Jason Caffey, player_weight, oreb_pct, age)"
"(Joel Przybilla, player_height, dreb_pct, player_weight)"
"(Joe Smith, oreb_pct, player_height, net_rating)"
"(Joe Johnson, gp, ast, player_weight)"
"(Jiri Welsch, ast_pct, net_rating, usg_pct)"
"(Jim Jackson, age, net_rating, gp)"
"(Jeryl Sasser, gp, oreb_pct, dreb_pct)"
"(Jerry Stackhouse, pts, usg_pct, ast)"
"(Jerome Williams, reb, dreb_pct, oreb_pct)"
"(Jerome Moiso, dreb_pct, oreb_pct, player_height)"
"(Jerome James, player_weight, player_height, oreb_pct)"
"(Jermaine O'Neal, reb, pts, usg_pct)"
"(Jermaine Jackson, ast_pct, nan, nan)"
"(Jelani McCoy, dreb_pct, player_weight, player_height)"
"(Jeff Trepagnier, usg_pct, oreb_pct, ts_pct)"
"(Jeff McInnis, ast_pct, gp, ast)"
"(Jeff Foster, oreb_pct, dreb_pct, player_height)"
"(Jay Williams, ast_pct, ast, gp)"
"(Jason Williams, ast, ast_pct, gp)"
"(Jason Terry, ast, ast_pct, pts)"
"(Jason Richardson, pts, gp, usg_pct)"
"(Jason Kidd, ast, ast_pct, pts)"
"(Jason Collins, player_height, player_weight, gp)"
"(Jason Collier, oreb_pct, player_height, player_weight)"
"(Greg Buckner, gp, net_rating, ts_pct)"
"(Darvin Ham, gp, oreb_pct, age)"
"(Grant Long, age, player_weight, player_height)"
"(Gordan Giricek, gp, pts, usg_pct)"
"(Eddie House, usg_pct, ast_pct, gp)"
"(Eddie Griffin, reb, gp, dreb_pct)"
"(Earl Watson, ast_pct, gp, ast)"
"(Earl Boykins, ast_pct, ast, ts_pct)"
"(Drew Gooden, reb, usg_pct, oreb_pct)"
"(Doug Christie, ast, age, net_rating)"
"(Donyell Marshall, reb, dreb_pct, oreb_pct)"
"(Donny Marshall, dreb_pct, usg_pct, age)"
"(Donnell Harvey, dreb_pct, gp, reb)"
"(Don Reid, player_weight, age, player_height)"
"(Dirk Nowitzki, pts, reb, dreb_pct)"
"(Dion Glover, gp, net_rating, usg_pct)"
"(Dikembe Mutombo, age, player_height, oreb_pct)"
"(Devin Brown, oreb_pct, usg_pct, player_weight)"
"(Devean George, gp, net_rating, player_height)"
"(Desmond Mason, reb, pts, gp)"
"(Derrick Coleman, age, player_weight, reb)"
"(Derek Fisher, gp, ast, net_rating)"
"(Derek Anderson, ast, pts, gp)"
"(Dean Oliver, ast_pct, oreb_pct, nan)"
"(DeShawn Stevenson, usg_pct, gp, nan)"
"(DeSagana Diop, player_weight, player_height, gp)"
"(David Wesley, pts, age, ast)"
"(Eddie Jones, pts, ast, usg_pct)"
"(Grant Hill, dreb_pct, reb, ast)"
"(Eddie Robinson, player_height, ts_pct, gp)"
"(Eduardo Najera, net_rating, ts_pct, oreb_pct)"
"(Glenn Robinson, pts, usg_pct, reb)"
"(Randy Livingston, ts_pct, ast_pct, net_rating)"
"(Gilbert Arenas, ast, pts, ast_pct)"
"(Gerald Wallace, net_rating, dreb_pct, oreb_pct)"
"(George Lynch, oreb_pct, gp, age)"
"(Gary Trent, gp, oreb_pct, player_weight)"
"(Gary Payton, ast, ast_pct, pts)"
"(Fred Jones, nan, nan, nan)"
"(Fred Hoiberg, dreb_pct, age, gp)"
"(Frank Williams, ast_pct, nan, nan)"
"(Eddy Curry, player_weight, ts_pct, gp)"
"(Flip Murray, usg_pct, ast_pct, nan)"
"(Etan Thomas, oreb_pct, dreb_pct, player_weight)"
"(Ervin Johnson, age, oreb_pct, player_weight)"
"(Erick Strickland, ast_pct, gp, ast)"
"(Erick Dampier, oreb_pct, player_weight, reb)"
"(Eric Williams, gp, age, ts_pct)"
"(Eric Snow, ast, ast_pct, gp)"
"(Eric Piatkowski, ts_pct, age, pts)"
"(Emanual Davis, age, ast_pct, nan)"
"(Elton Brand, reb, pts, oreb_pct)"
"(Elden Campbell, player_weight, age, player_height)"
"(Efthimios Rentzias, player_height, player_weight, oreb_pct)"
"(Evan Eschmeyer, player_weight, player_height, oreb_pct)"
"(Randy Brown, age, ast_pct, net_rating)"
"(Brevin Knight, ast_pct, ast, age)"
"(Jumaine Jones, oreb_pct, player_height, nan)"
"(Zydrunas Ilgauskas, player_height, reb, oreb_pct)"
"(Chris Wilcox, oreb_pct, player_height, ts_pct)"
"(Chris Whitney, age, ast_pct, ts_pct)"
"(Chris Webber, reb, usg_pct, pts)"
"(Chris Mihm, oreb_pct, player_weight, dreb_pct)"
"(Chris Kaman, player_weight, player_height, gp)"
"(Chris Jefferies, net_rating, usg_pct, ts_pct)"
"(Chris Crawford, ts_pct, usg_pct, player_height)"
"(Chris Bosh, reb, gp, player_height)"
"(Chris Andersen, dreb_pct, oreb_pct, player_height)"
"(Cherokee Parks, player_height, age, player_weight)"
"(Chauncey Billups, ast, ast_pct, pts)"
"(Charlie Ward, ast_pct, age, ast)"
"(Charles Oakley, age, dreb_pct, player_weight)"
"(Cezary Trybanski, player_height, usg_pct, player_weight)"
"(Casey Jacobsen, gp, ts_pct, nan)"
"(Caron Butler, gp, reb, net_rating)"
"(Carmelo Anthony, pts, usg_pct, gp)"
"(Carlos Boozer, reb, dreb_pct, pts)"
"(Carlos Arroyo, ast_pct, ast, usg_pct)"
"(Calvin Booth, player_height, dreb_pct, gp)"
"(Calbert Cheaney, age, gp, net_rating)"
"(Bryon Russell, age, gp, ts_pct)"
"(Bryce Drew, ast_pct, age, nan)"
"(Christian Laettner, age, dreb_pct, player_height)"
"(Chucky Atkins, ast_pct, ast, net_rating)"
"(Clar. Weatherspoon, player_weight, age, oreb_pct)"
"(Clifford Robinson, age, gp, ast)"
"(David Wesley, age, pts, usg_pct)"
"(Darvin Ham, oreb_pct, player_weight, age)"
"(Darrick Martin, ast_pct, age, net_rating)"
"(Darrell Armstrong, age, ast, ast_pct)"
"(Darko Milicic, usg_pct, player_height, dreb_pct)"
"(Darius Songaila, oreb_pct, net_rating, player_weight)"
"(Darius Miles, gp, usg_pct, pts)"
"(Danny Fortson, oreb_pct, dreb_pct, ts_pct)"
"(Daniel Santiago, player_height, player_weight, net_rating)"
"(Dana Barros, ts_pct, age, nan)"
"(Dan Langhi, net_rating, player_height, usg_pct)"
"(Bruno Sundov, dreb_pct, player_height, usg_pct)"
"(Dan Gadzuric, oreb_pct, dreb_pct, player_height)"
"(Damone Brown, usg_pct, oreb_pct, dreb_pct)"
"(Damon Stoudamire, ast, ast_pct, gp)"
"(Damon Jones, ast_pct, ast, gp)"
"(Dale Davis, age, oreb_pct, player_height)"
"(Dajuan Wagner, usg_pct, nan, nan)"
"(Dahntay Jones, usg_pct, ast_pct, nan)"
"(Cuttino Mobley, pts, gp, ast)"
"(Curtis Borchardt, player_height, dreb_pct, player_weight)"
"(Corliss Williamson, usg_pct, gp, net_rating)"
"(Corie Blount, age, oreb_pct, dreb_pct)"
"(Corey Maggette, pts, usg_pct, ts_pct)"
"(Dan Dickau, ast_pct, usg_pct, nan)"
"(David West, oreb_pct, dreb_pct, gp)"
"(Bruce Bowen, age, net_rating, gp)"
"(Brian Skinner, reb, player_weight, dreb_pct)"
"(Antonio Daniels, ast_pct, ast, ts_pct)"
"(Antonio Davis, reb, age, dreb_pct)"
"(Antonio McDyess, dreb_pct, reb, player_weight)"
"(Austin Croshere, dreb_pct, gp, player_height)"
"(Avery Johnson, age, ast_pct, usg_pct)"
"(Baron Davis, ast, pts, ast_pct)"
"(Ben Handlogten, oreb_pct, dreb_pct, ts_pct)"
"(Ben Wallace, reb, dreb_pct, oreb_pct)"
"(Bimbo Coles, age, ast_pct, nan)"
"(Bo Outlaw, age, gp, net_rating)"
"(Bob Sura, ast_pct, gp, age)"
"(Bobby Jackson, usg_pct, pts, age)"
"(Bobby Simmons, oreb_pct, reb, player_weight)"
"(Bonzi Wells, usg_pct, pts, gp)"
"(Boris Diaw, gp, reb, ast)"
"(Bostjan Nachbar, player_height, net_rating, nan)"
"(Brad Miller, reb, dreb_pct, ast)"
"(Brandon Armstrong, usg_pct, gp, nan)"
"(Brandon Hunter, oreb_pct, player_weight, dreb_pct)"
"(Brendan Haywood, oreb_pct, player_weight, player_height)"
"(Brent Barry, ast, ts_pct, ast_pct)"
"(Kareem Rush, gp, ts_pct, net_rating)"
"(Karl Malone, age, reb, dreb_pct)"
"(Antoine Walker, reb, ast, gp)"
"(Anthony Peeler, age, ts_pct, gp)"
"(Anthony Johnson, ast_pct, gp, ast)"
"(Anthony Goldwire, age, ast_pct, net_rating)"
"(Brian Scalabrine, gp, player_weight, dreb_pct)"
"(Brian Grant, reb, player_weight, age)"
"(Brian Cook, dreb_pct, player_height, player_weight)"
"(Aaron McKie, gp, age, ts_pct)"
"(Aaron Williams, age, gp, oreb_pct)"
"(Adonal Foyle, dreb_pct, player_weight, oreb_pct)"
"(Adrian Griffin, dreb_pct, age, player_weight)"
"(Al Harrington, reb, gp, pts)"
"(Alan Henderson, oreb_pct, age, dreb_pct)"
"(Alex Garcia, usg_pct, net_rating, nan)"
"(Allan Houston, pts, usg_pct, age)"
"(Britton Johnsen, player_height, nan, nan)"
"(Allen Iverson, usg_pct, pts, ast)"
"(Alton Ford, player_weight, dreb_pct, ts_pct)"
"(Alvin Williams, ast, ast_pct, age)"
"(Amal McCaskill, player_height, oreb_pct, age)"
"(Amar'e Stoudemire, reb, pts, usg_pct)"
"(Andre Miller, ast, ast_pct, pts)"
"(Andrei Kirilenko, reb, pts, gp)"
"(Andrew DeClercq, oreb_pct, player_weight, age)"
"(Anfernee Hardaway, age, gp, ast)"
"(Ansu Sesay, oreb_pct, player_height, net_rating)"
"(Antawn Jamison, pts, reb, gp)"
"(Anthony Carter, ast_pct, usg_pct, net_rating)"
"(Alonzo Mourning, age, player_weight, player_height)"
"(Kedrick Brown, ts_pct, net_rating, gp)"
"(DeSagana Diop, player_weight, player_height, oreb_pct)"
"(DerMarr Johnson, player_height, usg_pct, ts_pct)"
"(Jason Collins, player_height, player_weight, gp)"
"(Jason Collier, player_height, player_weight, reb)"
"(Jarvis Hayes, gp, pts, reb)"
"(Jarron Collins, player_weight, ts_pct, gp)"
"(Jared Jeffries, gp, player_height, oreb_pct)"
"(Jannero Pargo, ast_pct, usg_pct, ast)"
"(Jamison Brewer, net_rating, ast_pct, nan)"
"(James Posey, ts_pct, gp, pts)"
"(James Jones, player_height, usg_pct, nan)"
"(Jamal Sampson, oreb_pct, dreb_pct, player_height)"
"(Jamal Mashburn, pts, usg_pct, reb)"
"(Jamal Crawford, ast, pts, usg_pct)"
"(Jamaal Tinsley, ast_pct, ast, net_rating)"
"(Jamaal Magloire, reb, dreb_pct, player_weight)"
"(Jalen Rose, ast, pts, ast_pct)"
"(Jake Voskuhl, player_height, ts_pct, player_weight)"
"(Jake Tsakalidis, player_weight, player_height, dreb_pct)"
"(Jahidi White, player_weight, oreb_pct, dreb_pct)"
"(Jacque Vaughn, ast_pct, gp, ast)"
"(Jabari Smith, player_height, usg_pct, player_weight)"
"(J.R. Bremer, ast_pct, usg_pct, nan)"
"(Ira Newble, gp, age, nan)"
"(Ime Udoka, usg_pct, dreb_pct, ast_pct)"
"(Jason Hart, net_rating, ast_pct, ts_pct)"
"(Jason Kapono, ts_pct, player_height, nan)"
"(Jason Kidd, ast, ast_pct, pts)"
"(Jason Richardson, pts, usg_pct, reb)"
"(Juan Dixon, usg_pct, gp, ast_pct)"
"(Josh Howard, net_rating, oreb_pct, reb)"
"(Josh Davis, dreb_pct, player_weight, player_height)"
"(Jonathan Bender, usg_pct, player_height, ts_pct)"
"(Kaniel Dickens, ts_pct, oreb_pct, player_height)"
"(John Wallace, usg_pct, age, player_height)"
"(John Salmons, gp, ast_pct, nan)"
"(Joel Przybilla, dreb_pct, player_height, reb)"
"(Joe Smith, reb, oreb_pct, dreb_pct)"
"(Joe Johnson, ast, pts, gp)"
"(Jiri Welsch, gp, ts_pct, ast)"
"(Hubert Davis, age, net_rating, nan)"
"(Jim Jackson, age, reb, gp)"
"(Jerome Williams, dreb_pct, reb, oreb_pct)"
"(Jerome Moiso, oreb_pct, dreb_pct, player_height)"
"(Jerome James, player_weight, player_height, oreb_pct)"
"(Jerome Beasley, net_rating, usg_pct, player_height)"
"(Jermaine O'Neal, reb, usg_pct, pts)"
"(Jelani McCoy, dreb_pct, oreb_pct, player_height)"
"(Jeff Trepagnier, usg_pct, oreb_pct, nan)"
"(Jeff McInnis, ast, ast_pct, pts)"
"(Jeff Foster, oreb_pct, reb, net_rating)"
"(Jason Williams, ast, ast_pct, gp)"
"(Jason Terry, ast, pts, ast_pct)"
"(Jerry Stackhouse, usg_pct, ast, ast_pct)"
"(DeShawn Stevenson, gp, pts, usg_pct)"
"(Howard Eisley, ast_pct, ast, age)"
"(Hiram Fuller, player_weight, net_rating, oreb_pct)"
"(Eddie Jones, pts, gp, age)"
"(Eddie House, ast_pct, ast, usg_pct)"
"(Eddie Gill, ast_pct, ts_pct, usg_pct)"
"(Earl Watson, ast_pct, ast, gp)"
"(Earl Boykins, ast_pct, gp, ast)"
"(Dwyane Wade, ast, pts, usg_pct)"
"(Drew Gooden, reb, dreb_pct, gp)"
"(Doug Overton, age, ast_pct, ast)"
"(Doug Christie, age, ast, gp)"
"(Donyell Marshall, reb, dreb_pct, pts)"
"(Donnell Harvey, dreb_pct, oreb_pct, gp)"
"(Dirk Nowitzki, pts, reb, dreb_pct)"
"(Dion Glover, gp, usg_pct, pts)"
"(Dikembe Mutombo, age, player_height, player_weight)"
"(Devin Brown, dreb_pct, net_rating, player_weight)"
"(Devean George, gp, net_rating, player_weight)"
"(Desmond Penigar, dreb_pct, net_rating, player_weight)"
"(Desmond Mason, pts, gp, ts_pct)"
"(Desmond Ferguson, net_rating, usg_pct, ts_pct)"
"(Derrick Dial, net_rating, age, nan)"
"(Derrick Coleman, age, player_weight, dreb_pct)"
"(Derek Fisher, gp, net_rating, ast_pct)"
"(Derek Anderson, ast, pts, ast_pct)"
"(Eddie Robinson, player_height, age, ts_pct)"
"(Eddy Curry, player_weight, usg_pct, pts)"
"(Eduardo Najera, oreb_pct, net_rating, player_weight)"
"(Elden Campbell, player_weight, age, player_height)"
"(Hedo Turkoglu, net_rating, gp, player_height)"
"(Greg Ostertag, player_weight, player_height, oreb_pct)"
"(Greg Buckner, net_rating, nan, nan)"
"(Gordan Giricek, gp, pts, ts_pct)"
"(Glenn Robinson, usg_pct, pts, age)"
"(Glen Rice, age, net_rating, player_height)"
"(Gilbert Arenas, pts, ast, usg_pct)"
"(Gerald Wallace, oreb_pct, nan, nan)"
"(George Lynch, age, gp, player_weight)"
"(Gary Trent, player_weight, oreb_pct, gp)"
"(Gary Payton, ast, age, ast_pct)"
"(Horace Grant, age, player_height, player_weight)"
"(Fred Jones, gp, ast_pct, net_rating)"
"(Frank Williams, ast_pct, net_rating, ast)"
"(Francisco Elson, player_height, dreb_pct, oreb_pct)"
"(Flip Murray, usg_pct, gp, pts)"
"(Etan Thomas, reb, player_weight, dreb_pct)"
"(Ervin Johnson, age, player_weight, player_height)"
"(Erick Strickland, ast_pct, net_rating, usg_pct)"
"(Erick Dampier, reb, oreb_pct, dreb_pct)"
"(Eric Williams, age, gp, net_rating)"
"(Eric Snow, ast, ast_pct, gp)"
"(Eric Piatkowski, age, ts_pct, net_rating)"
"(Elton Brand, reb, pts, player_weight)"
"(Fred Hoiberg, ts_pct, gp, age)"
"(Juwan Howard, pts, reb, usg_pct)"
"(Keith Bogans, gp, reb, oreb_pct)"
"(Keith Van Horn, pts, reb, usg_pct)"
"(Sam Cassell, ast, ast_pct, pts)"
"(Samaki Walker, player_weight, oreb_pct, dreb_pct)"
"(Samuel Dalembert, reb, dreb_pct, gp)"
"(Sasha Pavlovic, gp, usg_pct, nan)"
"(Scot Pollard, player_weight, oreb_pct, player_height)"
"(Scott Padgett, oreb_pct, net_rating, ts_pct)"
"(Scott Williams, age, player_weight, dreb_pct)"
"(Scottie Pippen, age, ast_pct, ast)"
"(Sean Lampley, net_rating, ts_pct, usg_pct)"
"(Sean Rooks, age, player_weight, player_height)"
"(Shammond Williams, ast_pct, age, ast)"
"(Shandon Anderson, gp, age, ts_pct)"
"(Shane Battier, gp, net_rating, ts_pct)"
"(Shane Heal, net_rating, age, usg_pct)"
"(Shaquille O'Neal, player_weight, reb, pts)"
"(Shareef Abdur-Rahim, reb, pts, usg_pct)"
"(Shawn Bradley, player_height, player_weight, age)"
"(Shawn Marion, reb, pts, gp)"
"(Slava Medvedenko, oreb_pct, player_weight, player_height)"
"(Slavko Vranes, player_height, player_weight, nan)"
"(Speedy Claxton, ast, ast_pct, net_rating)"
"(Stacey Augmon, age, gp, player_height)"
"(Stephen Jackson, pts, usg_pct, gp)"
"(Ryan Humphrey, net_rating, oreb_pct, usg_pct)"
"(Ryan Bowen, oreb_pct, player_height, net_rating)"
"(Rusty LaRue, dreb_pct, age, ts_pct)"
"(Ruben Patterson, oreb_pct, gp, ts_pct)"
"(Rasual Butler, ts_pct, net_rating, usg_pct)"
"(Raul Lopez, ast_pct, ast, gp)"
"(Ray Allen, pts, usg_pct, ast)"
"(Reece Gaines, ast_pct, nan, nan)"
"(Reggie Evans, oreb_pct, dreb_pct, gp)"
"(Reggie Miller, age, net_rating, ts_pct)"
"(Richard Hamilton, pts, usg_pct, ast)"
"(Richard Jefferson, pts, ast, gp)"
"(Richie Frahm, ts_pct, net_rating, nan)"
"(Rick Brunson, ast_pct, age, ast)"
"(Rick Fox, age, net_rating, ast)"
"(Stephon Marbury, ast, ast_pct, pts)"
"(Ricky Davis, pts, gp, ast)"
"(Robert Horry, age, net_rating, gp)"
"(Robert Pack, age, ast_pct, nan)"
"(Robert Traylor, player_weight, oreb_pct, dreb_pct)"
"(Rod Strickland, age, ast_pct, ast)"
"(Rodney Buford, usg_pct, nan, nan)"
"(Rodney Rogers, age, player_weight, dreb_pct)"
"(Rodney White, usg_pct, gp, player_height)"
"(Roger Mason Jr., ast_pct, usg_pct, nan)"
"(Ron Mercer, usg_pct, net_rating, age)"
"(Ronald Dupree, oreb_pct, dreb_pct, nan)"
"(Ruben Boumtje-Boumtje, player_height, player_weight, nan)"
"(Robert Archibald, player_height, player_weight, oreb_pct)"
"(Rasho Nesterovic, reb, oreb_pct, player_height)"
"(Steve Blake, ast_pct, gp, ast)"
"(Steve Nash, ast, ast_pct, pts)"
"(Tyrone Hill, oreb_pct, ts_pct, age)"
"(Tyronn Lue, ast, ast_pct, gp)"
"(Tyson Chandler, dreb_pct, reb, player_height)"
"(Udonis Haslem, oreb_pct, reb, dreb_pct)"
"(Vin Baker, player_height, age, oreb_pct)"
"(Vince Carter, usg_pct, pts, ast)"
"(Vitaly Potapenko, player_weight, player_height, oreb_pct)"
"(Vlade Divac, ast, age, player_height)"
"(Vladimir Radmanovic, gp, player_height, pts)"
"(Vladimir Stepania, oreb_pct, player_height, player_weight)"
"(Voshon Lenard, pts, age, gp)"
"(Wally Szczerbiak, net_rating, usg_pct, ts_pct)"
"(Walter McCarty, gp, player_height, ts_pct)"
"(Wang Zhi-zhi, player_weight, player_height, usg_pct)"
"(Wesley Person, age, ts_pct, gp)"
"(Willie Green, usg_pct, ast_pct, nan)"
"(Yao Ming, player_weight, player_height, reb)"
"(Zach Randolph, reb, pts, usg_pct)"
"(Zarko Cabarkapa, player_height, usg_pct, player_weight)"
"(Zaza Pachulia, oreb_pct, player_height, dreb_pct)"
"(Zeljko Rebraca, player_height, player_weight, age)"
"(Zendon Hamilton, dreb_pct, oreb_pct, ts_pct)"
"(Zoran Planinic, ast_pct, usg_pct, ts_pct)"
"(Troy Murphy, dreb_pct, reb, player_height)"
"(Troy Hudson, ast_pct, usg_pct, ast)"
"(Troy Bell, usg_pct, net_rating, oreb_pct)"
"(Trenton Hassell, gp, net_rating, ts_pct)"
